Order_ID,Order_Date,Customer_ID,Region,City,Product_ID,Product_Category,Payment_Method,Discount,Product_Price,Quantity,Total_Before_Discount,Discount_Amount,Total_Sales
55,03-01-2023 06:00,1243,South,Mumbai,344,Sports,UPI,0.1,2227.72,9,20049.48,2004.948,17915.96
56,03-01-2023 07:00,1831,West,Chennai,451,Sports,NetBanking,0.13,710.13,7,4970.91,646.2183,4195.96
57,03-01-2023 08:00,1504,East,Mumbai,457,Clothing,UPI,0.15,4705.92,,14117.76,2117.664,11714.46
58,03-01-2023 09:00,1130,East,Bangalore,161,Sports,Card,0.26,2771.78,9,24946.02,6485.9652,18434.94
59,03-01-2023 10:00,1484,South,Pune,145,Electronics,Card,0.16,3114.94,3,9344.82,1495.1712,7839.26
60,03-01-2023 11:00,1818,South,Delhi,186,Electronics,NetBanking,0.11,4673.72,3,14021.16,1542.3276,12786.34
61,03-01-2023 12:00,1646,South,Pune,198,Sports,NetBanking,0.07,4664.76,7,32653.32,2285.7324,29753.62
62,03-01-2023 13:00,1020,West,Chennai,394,Electronics,Cash,0.12,2903.26,2,5806.52,696.7824,4703.9
63,03-01-2023 14:00,1840,South,Delhi,498,Home,NetBanking,0.15,1558.3,7,10908.1,1636.215,9400.86
64,03-01-2023 15:00,1166,East,Pune,152,Sports,Cash,0.22,4985.86,7,34901.02,7678.2244,26553.32
65,03-01-2023 16:00,1273,East,Delhi,291,Clothing,UPI,0.04,3436,1,3436,137.44,3072.71
66,03-01-2023 17:00,1387,North,Mumbai,179,Electronics,Card,0.07,2101.34,2,4202.68,294.1876,4611.87
67,03-01-2023 18:00,1600,West,Bangalore,115,Home,Cash,0.11,2843.2,5,14216,1563.76,12559.92
68,03-01-2023 19:00,1315,North,Pune,459,Home,Cash,0.11,2137.59,4,8550.36,940.5396,7810.64
69,03-01-2023 20:00,1013,East,Chennai,425,Electronics,Cash,0.12,4452.7,3,13358.1,1602.972,11241.61
70,03-01-2023 21:00,1241,North,Mumbai,293,Home,NetBanking,0.24,2464.25,8,19714,4731.36,15183.67
71,03-01-2023 22:00,1776,East,Pune,240,Sports,NetBanking,0.1,4135.29,7,28947.03,2894.703,25930.15
72,03-01-2023 23:00,1345,North,Mumbai,207,Home,NetBanking,0.15,4216.86,9,37951.74,5692.761,32336.78
73,04-01-2023 00:00,1564,South,Chennai,402,Electronics,Cash,0.19,4139.23,3,12417.69,2359.3611,10216.37
74,04-01-2023 01:00,1897,North,Pune,364,Home,UPI,,3638.72,1,3638.72,254.7104,3220.67
75,04-01-2023 02:00,1339,South,Chennai,389,Electronics,Card,0.22,4288.9,9,38600.1,8492.022,30245.1
76,04-01-2023 03:00,1091,South,Delhi,308,Electronics,NetBanking,0.16,1997.42,9,17976.78,2876.2848,14755.29
77,04-01-2023 04:00,1366,West,Chennai,264,Home,UPI,0.13,661.85,1,661.85,86.0405,582.97
78,04-01-2023 05:00,1955,South,Delhi,441,Electronics,NetBanking,0.24,,8,33824.24,8117.8176,25853.43
79,04-01-2023 06:00,1454,South,Pune,470,Electronics,NetBanking,,2541.03,1,2541.03,177.8721,2192.33
80,04-01-2023 07:00,1427,North,Delhi,419,Clothing,Cash,0.26,724.14,6,4344.84,1129.6584,2917.36
81,04-01-2023 08:00,1508,East,Pune,251,Sports,Cash,0.17,665.03,9,5985.27,1017.4959,4821.91
82,04-01-2023 09:00,1775,West,Pune,389,Electronics,NetBanking,0.18,880.29,3,2640.87,475.3566,2483.57
83,04-01-2023 10:00,1942,South,Bangalore,367,Sports,Card,0.26,3779.77,6,22678.62,5896.4412,17054.23
84,04-01-2023 11:00,1034,West,Pune,250,Clothing,NetBanking,0.25,3583.2,3,10749.6,2687.4,8281.44
85,04-01-2023 12:00,1205,North,Delhi,306,Clothing,Card,0.18,1098.71,5,5493.55,988.839,4957.06
86,04-01-2023 13:00,1080,South,Bangalore,354,Clothing,UPI,0.23,4249.92,7,29749.44,6842.3712,22908.96
87,04-01-2023 14:00,1931,North,Bangalore,452,Clothing,NetBanking,0.13,1478.34,4,5913.36,768.7368,5197.39
88,04-01-2023 15:00,1561,West,Pune,476,Sports,Card,0.16,3985.63,4,15942.52,2550.8032,12793.83
89,04-01-2023 16:00,1871,North,Chennai,240,Home,UPI,0.02,2495.15,,17466.05,349.321,16843.72
90,04-01-2023 17:00,1387,West,Chennai,442,Home,UPI,0.03,3684.59,5,18422.95,552.6885,18023.7
91,04-01-2023 18:00,1001,North,Bangalore,457,Sports,Cash,0.25,1968.8,1,1968.8,492.2,1737.07
92,04-01-2023 19:00,1389,West,Pune,195,Electronics,UPI,0.02,1800.99,2,3601.98,72.0396,3142.11
93,04-01-2023 20:00,1565,East,Chennai,469,Sports,Cash,,4222.66,6,25335.96,1266.798,24041.24
94,04-01-2023 21:00,1105,North,Pune,326,Electronics,UPI,0.24,272.98,9,2456.82,589.6368,2515.01
95,04-01-2023 22:00,1771,North,Pune,292,Electronics,UPI,0,4876.21,7,34133.47,0,34107.16
96,04-01-2023 23:00,1821,East,Bangalore,402,Home,Card,0.08,3276.08,4,13104.32,1048.3456,12489.43
97,05-01-2023 00:00,1476,East,Bangalore,413,Clothing,Card,0.18,2219.17,2,4438.34,798.9012,3743.63
98,05-01-2023 01:00,1702,North,Mumbai,488,Home,Cash,0.18,3177.47,4,12709.88,2287.7784,10590.51
99,05-01-2023 02:00,1401,East,Chennai,476,Home,NetBanking,0.23,701.43,5,3507.15,806.6445,2427.66
100,05-01-2023 03:00,1729,South,Chennai,217,Sports,Card,0.15,2618.86,2,5237.72,785.658,3969.38
101,05-01-2023 04:00,1555,West,Chennai,104,Sports,UPI,0.15,4926.97,1,4926.97,739.0455,4404.65
102,05-01-2023 05:00,1161,West,Delhi,451,Electronics,Cash,0.22,1252.82,4,5011.28,1102.4816,4000.93
103,05-01-2023 06:00,1201,West,Pune,342,Sports,Cash,0.15,3639.16,6,21834.96,3275.244,18577.89
104,05-01-2023 07:00,1957,South,Bangalore,120,Electronics,Cash,0.18,2231.36,1,2231.36,401.6448,1431.58
105,05-01-2023 08:00,1995,East,Chennai,251,Electronics,UPI,0.27,3297.04,,3297.04,890.2008,2299.81
106,05-01-2023 09:00,1269,East,Mumbai,227,Clothing,Card,0.12,1103.95,9,9935.55,1192.266,8558.28
107,05-01-2023 10:00,1862,North,Chennai,223,Clothing,NetBanking,0.12,2405.28,5,12026.4,1443.168,10427.61
108,05-01-2023 11:00,1815,East,Pune,245,Home,Cash,0,4902.45,2,9804.9,0,9873.44
109,05-01-2023 12:00,1270,North,Pune,376,Clothing,UPI,0.18,1056.91,2,2113.82,380.4876,1945.2
110,05-01-2023 13:00,1455,South,Bangalore,409,Electronics,Card,0.01,3218.58,4,12874.32,128.7432,12831.4
111,05-01-2023 14:00,1461,West,Delhi,493,Sports,Card,,2920.43,2,5840.86,876.129,5023.07
112,05-01-2023 15:00,1726,West,Bangalore,251,Clothing,NetBanking,0.24,2868.75,4,11475,2754,8755.06
113,05-01-2023 16:00,1251,West,Chennai,459,Clothing,Cash,0.16,3114.1,6,18684.6,2989.536,15642.63
114,05-01-2023 17:00,1701,East,Mumbai,210,Clothing,UPI,0.08,2560.97,7,17926.79,1434.1432,16243.45
115,05-01-2023 18:00,1295,North,Bangalore,215,Clothing,Card,0.24,182.96,6,1097.76,263.4624,848.35
116,05-01-2023 19:00,1724,North,Delhi,287,Electronics,UPI,0.08,4510.47,4,18041.88,1443.3504,16822.71
117,05-01-2023 20:00,1719,South,Bangalore,156,Electronics,Card,0.22,4152.2,3,12456.6,2740.452,9681.56
118,05-01-2023 21:00,1748,East,Pune,350,Home,Cash,,953.42,4,3813.68,686.4624,2851.11
119,05-01-2023 22:00,1337,South,Chennai,483,Sports,Cash,0.05,2125.04,5,10625.2,531.26,9735.25
120,05-01-2023 23:00,1878,North,Chennai,249,Home,NetBanking,0.27,3875.69,4,15502.76,4185.7452,11030.88
121,06-01-2023 00:00,1052,North,Chennai,261,Home,Card,0.06,4902.31,3,14706.93,882.4158,13481.39
122,06-01-2023 01:00,1791,West,Chennai,219,Clothing,UPI,0.3,4760.57,1,4760.57,1428.171,4199.76
123,06-01-2023 02:00,1921,East,Chennai,169,Sports,Card,0,4506.86,3,13520.58,0,13257.26
124,06-01-2023 03:00,1216,North,Chennai,450,Clothing,UPI,0.08,876.03,5,4380.15,350.412,4018.21
125,06-01-2023 04:00,1763,West,Mumbai,198,Electronics,NetBanking,,4580.93,6,27485.58,1649.1348,25810.41
126,06-01-2023 05:00,1187,East,Delhi,266,Home,Card,0,4404.38,4,17617.52,0,18041.51
127,06-01-2023 06:00,1379,South,Chennai,397,Sports,Cash,0.22,1947.05,1,1947.05,428.351,1647.51
128,06-01-2023 07:00,1492,East,Delhi,250,Electronics,UPI,0.21,2033.16,7,14232.12,2988.7452,45482.88
129,06-01-2023 08:00,1040,East,Chennai,425,Home,Cash,0.24,2353.55,9,21181.95,5083.668,16150.6
130,06-01-2023 09:00,1156,North,Bangalore,101,Sports,NetBanking,0.08,3315.26,6,19891.56,1591.3248,18382.76
131,06-01-2023 10:00,1014,North,Chennai,251,Home,NetBanking,0.13,1378.09,6,8268.54,1074.9102,7290.31
132,06-01-2023 11:00,1812,East,Pune,464,Sports,UPI,0.2,212.45,9,1912.05,382.41,1341.42
133,06-01-2023 12:00,1064,North,Mumbai,164,Home,Card,0.13,792.02,4,3168.08,411.8504,2481.02
134,06-01-2023 13:00,1856,North,Bangalore,425,Clothing,Cash,0.21,2256.57,5,11282.85,2369.3985,8931.04
135,06-01-2023 14:00,1838,North,Bangalore,168,Home,Cash,0.19,1481.81,5,7409.05,1407.7195,5840.25
136,06-01-2023 15:00,1520,West,Pune,220,Home,UPI,0.03,3846.13,5,19230.65,576.9195,18709.04
137,06-01-2023 16:00,1343,West,Chennai,208,Sports,UPI,0.23,622.78,8,4982.24,1145.9152,3512.55
138,06-01-2023 17:00,1128,East,Mumbai,415,Sports,UPI,0.22,4595.58,1,4595.58,1011.0276,3142.42
139,06-01-2023 18:00,1647,North,Bangalore,346,Clothing,NetBanking,0.2,4487.1,3,13461.3,2692.26,10385.24
140,06-01-2023 19:00,1471,West,Mumbai,192,Sports,NetBanking,0.05,4552.91,8,36423.28,1821.164,34579.95
141,06-01-2023 20:00,1062,East,Bangalore,367,Home,Cash,0.08,3724.09,9,33516.81,2681.3448,30350.79
142,06-01-2023 21:00,1138,North,Chennai,202,Sports,Card,0.12,624.3,2,1248.6,149.832,1683.67
143,06-01-2023 22:00,1498,South,Bangalore,211,Sports,UPI,0.08,2246.87,4,8987.48,718.9984,8854.15
144,06-01-2023 23:00,1592,North,Bangalore,420,Sports,NetBanking,0.07,743.89,8,5951.12,416.5784,5800.19
145,07-01-2023 00:00,1391,North,Delhi,403,Clothing,Card,0.24,4939.73,5,24698.65,5927.676,18660.15
146,07-01-2023 01:00,1674,West,Chennai,443,Clothing,UPI,0.19,1731.89,1,1731.89,329.0591,1257.75
147,07-01-2023 02:00,1418,East,Pune,161,Electronics,Card,0.17,,6,17808.72,3027.4824,14870.2
148,07-01-2023 03:00,1288,East,Pune,399,Clothing,UPI,0.07,3919.03,9,35271.27,2468.9889,32981.27
149,07-01-2023 04:00,1378,West,Chennai,235,Clothing,Card,0.28,4611.02,9,41499.18,11619.7704,29968.29
150,07-01-2023 05:00,1772,North,Pune,154,Clothing,Cash,0.06,3802.18,1,3802.18,228.1308,3180.91
151,07-01-2023 06:00,1489,South,Chennai,207,Home,UPI,0.24,3405.07,4,13620.28,3268.8672,10294.44
152,07-01-2023 07:00,1230,North,Pune,402,Electronics,UPI,0.29,2383.31,1,2383.31,691.1599,1852.13
153,07-01-2023 08:00,1040,North,Delhi,357,Home,Cash,0.22,3066.46,7,21465.22,4722.3484,16034.41
154,07-01-2023 09:00,1027,South,Pune,352,Clothing,UPI,0.3,561.4,3,1684.2,505.26,847.35
155,07-01-2023 10:00,1134,West,Bangalore,321,Clothing,UPI,0.2,4431.22,2,8862.44,1772.488,7247.71
156,07-01-2023 11:00,1200,East,Chennai,468,Electronics,NetBanking,0.07,2764.51,,22116.08,1548.1256,20474.31
157,07-01-2023 12:00,1839,West,Mumbai,266,Electronics,Cash,0.06,296.66,9,2669.94,160.1964,2416.41
158,07-01-2023 13:00,1779,West,Mumbai,259,Sports,NetBanking,0.1,4607.52,7,32252.64,3225.264,29359.91
159,07-01-2023 14:00,1929,North,Chennai,265,Clothing,Cash,0,2497.58,6,14985.48,0,14969.34
160,07-01-2023 15:00,1032,East,Delhi,304,Clothing,Card,0.2,4356.09,6,26136.54,5227.308,20767.2
161,07-01-2023 16:00,1047,East,Pune,366,Home,Cash,0.08,4298.75,9,38688.75,3095.1,35501.08
162,07-01-2023 17:00,1502,West,Delhi,237,Sports,Cash,0.24,4097.18,5,20485.9,4916.616,15486.59
163,07-01-2023 18:00,1406,South,Mumbai,467,Clothing,NetBanking,0.11,400.87,5,2004.35,220.4785,1533.51
164,07-01-2023 19:00,1573,West,Chennai,445,Home,UPI,0.14,1310.63,2,2621.26,366.9764,2187.52
165,07-01-2023 20:00,1727,South,Chennai,347,Electronics,Cash,0.29,4390.18,6,26341.08,7638.9132,18360.2
166,07-01-2023 21:00,1804,East,Delhi,154,Home,UPI,0.07,4505.06,6,27030.36,1892.1252,25038.24
167,07-01-2023 22:00,1098,West,Delhi,308,Clothing,Cash,0.22,2344.54,6,14067.24,3094.7928,10817.62
168,07-01-2023 23:00,1683,North,Pune,116,Home,NetBanking,0.23,2256.2,4,9024.8,2075.704,7018.5
169,08-01-2023 00:00,1871,West,Bangalore,167,Home,Cash,0.07,958.19,7,6707.33,469.5131,6692.17
170,08-01-2023 01:00,1725,East,Bangalore,232,Sports,Card,0.15,4845.21,9,43606.89,6541.0335,37143.73
171,08-01-2023 02:00,1986,North,Pune,287,Sports,Cash,0.11,1144.38,1,1144.38,125.8818,1049.44
172,08-01-2023 03:00,1546,North,Bangalore,407,Electronics,Cash,0.23,1035.59,3,3106.77,714.5571,2462.36
173,08-01-2023 04:00,1960,South,Mumbai,237,Sports,UPI,0.19,3337.57,9,30038.13,5707.2447,24072.04
174,08-01-2023 05:00,1738,North,Bangalore,273,Home,UPI,0.14,1289.94,5,6449.7,902.958,5757.33
175,08-01-2023 06:00,1612,North,Pune,196,Sports,Card,0.23,4699.98,6,28199.88,6485.9724,21835.83
176,08-01-2023 07:00,1942,West,Bangalore,270,Clothing,Cash,0.07,153.44,8,1227.52,85.9264,1128.1
177,08-01-2023 08:00,1461,East,Chennai,253,Home,UPI,0.23,128.19,9,1153.71,265.3533,994.85
178,08-01-2023 09:00,1642,South,Delhi,282,Home,Cash,0.26,2573.9,8,20591.2,5353.712,15335.78
179,08-01-2023 10:00,1768,West,Mumbai,341,Home,NetBanking,0.26,2491.51,3,7474.53,1943.3778,5629.99
180,08-01-2023 11:00,1004,North,Chennai,403,Clothing,NetBanking,0.24,,1,900.48,216.1152,982.64
181,08-01-2023 12:00,1217,North,Chennai,384,Home,Card,0.12,2523.15,5,12615.75,1513.89,10874.42
182,08-01-2023 13:00,1502,South,Pune,126,Sports,NetBanking,0.29,2117.14,7,14819.98,4297.7942,10915.55
183,08-01-2023 14:00,1766,East,Delhi,459,Clothing,UPI,0.11,4462.61,2,8925.22,981.7742,7462.65
184,08-01-2023 15:00,1397,South,Delhi,159,Home,UPI,0.19,145.34,1,145.34,27.6146,316.29
185,08-01-2023 16:00,1870,West,Mumbai,301,Sports,Card,0.05,4883.72,4,19534.88,976.744,18608.46
186,08-01-2023 17:00,1794,South,Pune,349,Sports,Cash,0.29,3159.52,3,9478.56,2748.7824,6440.9
187,08-01-2023 18:00,1392,North,Mumbai,461,Electronics,UPI,0.21,844.03,4,3376.12,708.9852,2975.87
188,08-01-2023 19:00,1206,West,Bangalore,168,Sports,NetBanking,0.23,329.12,1,329.12,75.6976,-290.63
189,08-01-2023 20:00,1014,North,Chennai,469,Sports,UPI,0.02,2736.72,2,5473.44,109.4688,5851.54
190,08-01-2023 21:00,1857,East,Mumbai,120,Electronics,Card,0.23,1250.96,1,1250.96,287.7208,1640.28
191,08-01-2023 22:00,1553,North,Chennai,251,Electronics,NetBanking,0.23,1575.71,3,4727.13,1087.2399,3590.93
192,08-01-2023 23:00,1891,North,Pune,201,Clothing,NetBanking,0.2,1301.15,4,5204.6,1040.92,3855.36
193,09-01-2023 00:00,1460,South,Bangalore,486,Sports,NetBanking,0.09,3285.84,1,3285.84,295.7256,2816.79
194,09-01-2023 01:00,1690,North,Pune,194,Clothing,Card,0.15,,6,16873.74,2531.061,14635.21
195,09-01-2023 02:00,1574,West,Bangalore,460,Clothing,Card,0.03,482.07,2,964.14,28.9242,838.5
196,09-01-2023 03:00,1863,West,Bangalore,328,Home,Cash,0.14,2679.98,5,13399.9,1875.986,10643.27
197,09-01-2023 04:00,1742,East,Chennai,224,Clothing,Cash,0.07,3976.83,,31814.64,2227.0248,29702.64
198,09-01-2023 05:00,1240,West,Pune,357,Clothing,Cash,0.1,497.85,,1991.4,199.14,2060.41
199,09-01-2023 06:00,1563,South,Pune,421,Clothing,Card,0.05,4459.72,5,22298.6,1114.93,21337.96
200,09-01-2023 07:00,1095,East,Mumbai,468,Clothing,NetBanking,0.07,2933.7,9,26403.3,1848.231,24757.07
201,09-01-2023 08:00,1899,West,Pune,335,Electronics,NetBanking,0.02,4758.06,2,9516.12,190.3224,9807.15
202,09-01-2023 09:00,1733,South,Mumbai,261,Sports,UPI,0.28,825.89,,1651.78,462.4984,1125.84
203,09-01-2023 10:00,1484,West,Delhi,141,Home,Cash,0.16,4968.47,6,29810.82,4769.7312,25556.59
204,09-01-2023 11:00,1406,West,Delhi,375,Electronics,NetBanking,0.12,3256.94,6,19541.64,2344.9968,17150.33
205,09-01-2023 12:00,1230,North,Delhi,452,Home,NetBanking,0.16,2880.72,3,8642.16,1382.7456,7597.41
206,09-01-2023 13:00,1748,West,Pune,167,Home,NetBanking,0.19,2624.87,9,23623.83,4488.5277,19092.58
207,09-01-2023 14:00,1654,West,Pune,272,Electronics,NetBanking,0.28,215.91,1,215.91,60.4548,766.95
208,09-01-2023 15:00,1170,South,Mumbai,430,Clothing,Card,0.05,4704.23,3,14112.69,705.6345,13601.43
209,09-01-2023 16:00,1540,South,Bangalore,224,Electronics,Cash,0.09,3255.57,8,26044.56,2344.0104,23671.7
210,09-01-2023 17:00,1035,North,Mumbai,269,Home,NetBanking,0.29,548.97,8,4391.76,1273.6104,2758.27
211,09-01-2023 18:00,1524,West,Delhi,146,Home,NetBanking,0.11,202.67,4,810.68,89.1748,783.37
212,09-01-2023 19:00,1159,North,Mumbai,360,Clothing,NetBanking,0.01,348.84,8,2790.72,27.9072,2517.03
213,09-01-2023 20:00,1838,West,Bangalore,316,Electronics,NetBanking,,3086.04,8,24688.32,987.5328,23833.09
214,09-01-2023 21:00,1698,East,Pune,404,Sports,UPI,0.01,3108.68,1,3108.68,31.0868,3275.28
215,09-01-2023 22:00,1242,East,Mumbai,223,Home,NetBanking,0.3,2548.37,3,7645.11,2293.533,5663.69
216,09-01-2023 23:00,1085,North,Delhi,392,Electronics,NetBanking,,1603.15,1,1603.15,128.252,1636.21
217,10-01-2023 00:00,1795,North,Delhi,261,Clothing,NetBanking,0.28,2705.54,2,5411.08,1515.1024,3919.99
218,10-01-2023 01:00,1577,North,Pune,300,Clothing,UPI,0.3,2629.88,4,10519.52,3155.856,7761.03
219,10-01-2023 02:00,1681,South,Mumbai,374,Sports,Card,0.18,195.14,3,585.42,105.3756,912.18
220,10-01-2023 03:00,1556,South,Bangalore,305,Home,UPI,0.01,1484.1,6,8904.6,89.046,8499.74
221,10-01-2023 04:00,1573,South,Pune,139,Sports,NetBanking,0.02,360.61,5,1803.05,36.061,2295.61
222,10-01-2023 05:00,1952,North,Mumbai,372,Sports,Card,0.14,4510.76,5,22553.8,3157.532,19764.98
223,10-01-2023 06:00,1645,West,Chennai,287,Sports,NetBanking,0.12,3653.59,7,25575.13,3069.0156,22250.18
224,10-01-2023 07:00,1795,East,Delhi,454,Sports,Card,0.18,4980.96,7,34866.72,6276.0096,28026.97
225,10-01-2023 08:00,1027,North,Bangalore,192,Clothing,NetBanking,0.13,,9,14225.76,1849.3488,12737.75
226,10-01-2023 09:00,1619,South,Bangalore,141,Home,NetBanking,0.28,4404.58,8,35236.64,9866.2592,25432.25
227,10-01-2023 10:00,1555,South,Bangalore,478,Sports,Card,,3054.97,3,9164.91,1466.3856,7561.92
228,10-01-2023 11:00,1339,North,Delhi,206,Home,Card,0.21,2320.31,2,4640.62,974.5302,3760.27
229,10-01-2023 12:00,1797,North,Mumbai,427,Clothing,NetBanking,,1190.61,,1190.61,321.4647,1225.03
230,10-01-2023 13:00,1957,South,Pune,164,Clothing,UPI,0.04,,6,22308.72,892.3488,20806.9
231,10-01-2023 14:00,1330,West,Mumbai,464,Electronics,UPI,0.07,4530.29,4,18121.16,1268.4812,16890.53
232,10-01-2023 15:00,1639,South,Pune,408,Electronics,UPI,0.03,1253.01,3,3759.03,112.7709,3663.48
233,10-01-2023 16:00,1505,South,Bangalore,234,Home,UPI,0.04,,2,1918.82,76.7528,2291
234,10-01-2023 17:00,1347,North,Mumbai,488,Electronics,Card,0.15,3511.49,2,7022.98,1053.447,6218.09
